territory,year,area,code,surface,WeWorld Index Italia,Sottoindice Contesto,Sottoindice Minori,Sottoindice Donne,Contesto: Ambiente,Contesto: Abitazione,Contesto: Digitalizzazione,Contesto: Sicurezza e protezione,Contesto: Violenza contro donne e bambini,Minori: Salute,Minori: Istruzione,Minori: Povertà educativa,Minori: Capitale umano,Minori: Capitale economico,Donne: Salute,Donne: Educazione,Donne: Opportunità economiche,Donne: Conciliazione vita-lavoro,Donne: Partecipazione politica,Indicatore 1,Indicatore 2,Indicatore 3,Indicatore 4,Indicatore 5,Indicatore 6,Indicatore 7,Indicatore 8,Indicatore 9,Indicatore 10,Indicatore 11,Indicatore 12,Indicatore 13,Indicatore 14,Indicatore 15,Indicatore 16,Indicatore 17,Indicatore 18,Indicatore 19,Indicatore 20,Indicatore 21,Indicatore 22,Indicatore 23,Indicatore 24,Indicatore 25,Indicatore 26,Indicatore 27,Indicatore 28,Indicatore 29,Indicatore 30,Indicatore 1 (dato),Indicatore 2 (dato),Indicatore 3 (dato),Indicatore 4 (dato),Indicatore 5 (dato),Indicatore 6 (dato),Indicatore 7 (dato),Indicatore 8 (dato),Indicatore 9 (dato),Indicatore 10 (dato),Indicatore 11 (dato),Indicatore 12 (dato),Indicatore 13 (dato),Indicatore 14 (dato),Indicatore 15 (dato),Indicatore 16 (dato),Indicatore 17 (dato),Indicatore 18 (dato),Indicatore 19 (dato),Indicatore 20 (dato),Indicatore 21 (dato),Indicatore 22 (dato),Indicatore 23 (dato),Indicatore 24 (dato),Indicatore 25 (dato),Indicatore 26 (dato),Indicatore 27 (dato),Indicatore 28 (dato),Indicatore 29 (dato),Indicatore 30 (dato),Popolazione (totale),Popolazione (0-17),Popolazione (donne),Popolazione (0-13),EU Social Progress Index 2.0,Subnational HDI,PIL per abitante
Nord-est,2019,,,,57.2,55.9,70.0,47.8,42.9,86.8,37.2,56.7,69.3,65.5,69.5,71.6,80.9,63.6,46.8,42.8,33.5,65.5,56.9,48.7,37.0,80.3,93.2,23.8,50.7,69.3,44.1,61.0,77.7,59.9,71.0,69.6,69.5,96.7,46.5,85.2,76.5,84.4,42.7,46.6,47.0,73.1,12.4,50.5,16.5,72.9,58.1,68.1,45.7,16.422731671229755,560.0,3.7,3.2,24.007287804977427,42.925,0.4,12.5,0.25218946692022354,13.631973399098378,24.1,1014.732986193384,30.4,30.5,9.5,30.8,67.4,39.7,5.9,35791.65462655119,66.5,59.9,38.8,11.1,14.7024589823564,24.9,34.5,80.2,38.375,24.5,11628491.0,1857828.0,5950004.0,1427158.0,,,35791.65462655119
Nord-est,2020,,,,58.5,61.2,67.2,48.8,43.9,86.8,45.4,69.0,71.8,66.6,67.7,65.7,75.1,61.5,55.1,40.0,31.7,63.0,62.9,45.7,42.2,79.2,94.3,29.4,61.3,76.1,62.0,68.0,75.6,59.9,73.2,68.2,67.2,90.0,41.4,85.9,64.4,85.8,37.3,52.7,57.5,71.4,8.63,46.7,16.8,74.2,51.8,75.1,50.6,17.087894380802826,541.0,3.9,2.7,29.520470856696544,50.95,0.3,8.5,0.20232254479273615,14.923065383810115,24.1,1004.6909603447559,31.75,32.85,10.5,27.7,67.9,33.4,5.4,33241.6,67.7,63.0,38.4,9.0,15.8328347817918,25.0,35.0,77.2,40.95,26.8,11627537.0,1837165.0,5945814.0,1402751.0,,,33241.6
Nord-est,2021,,,,58.2,61.8,63.6,50.3,46.6,86.5,56.3,60.3,65.9,66.1,65.8,70.4,52.2,64.8,47.4,45.6,34.1,65.9,66.4,53.3,40.0,80.3,92.6,40.6,72.0,63.0,57.5,58.4,73.3,59.9,72.3,66.9,64.8,96.0,44.8,85.6,18.7,84.4,45.2,47.1,47.7,77.4,13.8,51.0,17.1,77.3,54.5,82.2,50.6,15.399806065692271,549.0,3.7,3.5,40.6971499898364,58.975,0.5,9.5,0.27099754620190586,16.314058464248646,24.1,1008.6674481336784,33.1,35.2,9.6,29.8,67.7,9.7,5.9,36987.15367759841,66.6,60.1,39.8,11.9,14.5488715769656,25.1,36.2,78.5,43.525,26.8,11587355.0,1815439.0,5912130.0,1377124.0,,,36987.15367759841
Nord-est,2022,,,,60.5,63.7,67.7,51.2,45.5,87.8,66.6,63.2,62.5,65.9,65.7,71.1,67.3,68.6,48.0,43.2,35.5,68.6,69.9,48.3,42.7,80.8,94.7,50.5,82.7,69.3,57.1,51.9,73.2,59.9,71.8,66.3,65.1,97.3,44.8,85.5,49.2,85.8,51.5,49.7,46.3,72.7,13.7,53.1,17.8,80.6,56.6,89.3,50.6,16.499498807781986,539.0,3.6,2.5,50.6302672077231,67.0,0.4,9.6,0.32,16.36861910515389,24.1,1011.1469789310753,33.7,34.9,9.4,29.8,67.6,25.5,5.4,39917.55754967576,67.1,59.7,38.7,11.8,13.9060763314496,25.3,37.5,79.5,46.1,26.8,11541332.0,1794811.0,5883881.0,1351111.0,,,39917.55754967576
Nord-est,2023,,,,62.9,65.2,71.2,53.6,45.5,87.7,71.0,61.4,68.0,65.9,65.0,73.1,82.0,71.4,51.2,50.0,36.6,66.5,71.2,48.3,42.7,80.8,94.5,59.3,82.7,69.3,53.5,62.7,73.2,59.9,71.8,65.7,64.4,101.0,44.8,88.2,75.8,85.8,57.0,53.8,48.7,81.8,18.1,54.6,18.5,80.6,52.4,89.3,53.2,16.499498807781986,539.0,3.6,2.6,59.37577520643377,67.0,0.4,10.4,0.24,16.360895719973044,24.1,1011.0481992573184,34.3,35.6,8.8,29.8,69.7,39.3,5.4,42529.5592048401,67.9,60.4,40.8,14.3,13.4637444273038,25.5,37.5,77.5,46.1,28.0,11558522.0,1772213.0,5889431.0,1324950.0,,,42529.5592048401
Nord-ovest,2018,,,,54.0,55.3,64.5,44.1,47.5,86.7,34.5,54.0,67.6,61.4,70.1,51.9,78.0,64.1,43.0,42.5,32.4,61.8,45.5,39.6,55.4,80.3,93.0,37.9,31.1,69.3,38.7,65.6,69.7,73.2,49.5,71.5,68.6,71.9,31.8,81.8,74.2,83.6,44.6,46.6,39.5,75.7,9.35,48.6,16.1,61.0,62.6,47.8,43.1,18.455218520085953,492.0,3.7,3.3,38.09401004983563,28.2,0.4,13.7,0.2196790172244215,18.54028576481908,20.2,1114.7661635612014,28.5,31.4,13.2,21.9,64.7,38.5,6.2,36691.82664016899,66.5,57.7,39.4,9.4,15.2647097742876,24.8,29.9,82.3,31.0,23.3,16004627.0,2547957.0,8211472.0,1967204.0,,,36691.82664016899
Nord-ovest,2019,,,,54.7,56.8,66.0,43.6,50.7,84.9,37.0,55.8,66.8,61.4,69.0,59.5,77.4,64.4,44.7,38.4,33.2,65.9,42.1,46.3,55.1,76.1,93.7,33.9,40.2,63.0,48.6,65.6,68.0,73.2,49.5,69.9,68.1,86.6,32.3,81.8,72.9,83.4,45.4,48.1,41.2,67.0,9.71,49.6,16.8,64.9,67.0,46.2,38.0,16.96299299116845,493.0,4.5,3.0,34.045895591679106,35.025,0.5,11.5,0.2196790172244215,19.585759012285415,20.2,1114.756277056226,30.1,31.9,11.0,22.2,64.7,37.8,6.3,37068.0445647865,66.8,58.2,37.4,9.6,14.9586768379422,25.0,31.4,84.4,30.425,20.9,15998031.0,2518667.0,8197792.0,1936526.0,,,37068.0445647865
Nord-ovest,2020,,,,53.9,58.8,62.8,42.4,50.4,81.2,43.1,66.1,60.4,61.9,66.3,51.7,74.1,62.1,42.9,37.2,34.3,63.1,39.8,41.6,59.2,69.1,93.2,37.0,49.2,63.0,69.1,52.0,68.8,73.2,50.6,67.7,65.0,75.9,27.5,82.2,65.9,83.9,40.2,39.9,46.0,67.9,6.49,51.7,16.8,63.3,62.8,44.7,34.8,18.007383663985205,478.0,5.8,3.2,37.16604651202778,41.85,0.5,6.9,0.3186305552854345,19.048226762200468,20.2,1109.296956752876,32.3,35.0,12.6,19.3,65.0,34.2,6.1,34609.8,65.2,59.6,37.6,7.8,14.3298031706815,25.0,30.8,82.4,29.85,19.4,15988679.0,2490063.0,8189754.0,1904041.0,,,34609.8
Nord-ovest,2021,,,,53.5,61.8,59.1,41.9,51.1,80.2,51.8,67.2,63.1,59.3,63.7,57.1,50.0,66.8,44.4,36.4,35.4,58.0,39.0,46.7,55.4,67.0,93.5,45.3,58.3,69.3,65.1,63.5,62.8,73.2,45.4,65.5,61.9,83.3,30.8,82.3,17.7,84.4,49.1,41.4,47.3,61.0,11.9,53.3,17.5,65.1,50.9,43.1,34.8,16.85854529158599,492.0,6.2,3.1,45.39833811813492,48.675,0.4,7.8,0.23396018243968755,22.76192808735591,20.2,1133.5959273923393,34.5,38.1,11.5,21.3,65.1,9.2,5.9,38826.51019205073,65.5,60.0,36.0,10.8,13.8655755258803,25.2,31.5,76.8,29.275,19.4,15899083.0,2469267.0,8134679.0,1875529.0,,,38826.51019205073
Nord-ovest,2022,,,,56.1,63.9,64.3,43.0,49.6,80.2,60.5,62.7,70.8,60.2,64.7,61.4,65.6,69.8,48.2,37.8,33.9,62.1,38.2,40.8,58.4,68.1,92.4,53.7,67.4,63.0,62.4,74.3,67.3,73.2,47.2,65.9,63.5,92.0,30.8,82.7,48.4,84.2,55.5,50.2,46.3,66.2,9.53,49.6,18.1,74.2,50.1,41.5,34.8,18.184500239062118,481.0,6.0,3.6,53.76331186192165,55.5,0.5,8.4,0.16,19.990917251451386,20.2,1125.0558495190685,34.1,36.5,10.2,21.3,65.4,25.1,6.0,41831.08231469269,67.2,59.7,37.2,9.5,14.9512821125522,25.4,35.0,76.4,28.7,19.4,15831941.0,2438060.0,8090334.0,1835483.0,,,41831.08231469269
Nord-ovest,2023,,,,58.2,63.9,68.8,44.8,49.6,80.8,63.3,61.2,68.6,60.3,64.1,67.8,80.8,72.8,44.1,45.2,34.8,65.3,39.8,40.8,58.4,68.1,93.5,59.2,67.4,63.0,59.3,69.8,67.3,73.2,47.3,65.4,62.8,105.0,30.8,86.4,75.2,84.2,61.5,46.0,42.2,75.3,15.1,51.5,18.1,74.2,56.4,41.5,38.0,18.184500239062118,481.0,6.0,3.1,59.28271917265901,55.5,0.5,9.1,0.19,19.988848190045037,20.2,1124.9401965384543,34.6,37.2,8.3,21.3,68.3,39.0,6.0,44659.13385231653,66.4,58.5,39.3,12.6,14.3929856819111,25.4,35.0,79.4,28.7,20.9,15858626.0,2406780.0,8098715.0,1797310.0,,,44659.13385231653
Piemonte,2018,Nord-ovest,1.0,25387.0691,50.0,48.9,58.0,44.1,47.6,87.1,23.7,50.0,57.2,46.8,67.5,47.4,75.3,58.3,36.5,34.4,37.8,65.4,53.7,41.4,53.8,82.4,91.8,33.8,13.5,63.0,37.0,51.2,63.2,69.8,23.7,69.6,65.5,69.9,24.9,79.6,71.1,82.6,33.9,34.2,38.8,60.1,8.63,53.4,22.1,57.7,73.1,59.6,47.8,18.04347826086957,498.0,3.3,3.9,33.94582550605797,15.0,0.5,14.1,0.32485661825589357,22.458765706768595,21.2,1234.4817518248176,30.4,34.5,13.5,17.7,62.9,36.9,6.6,31658.90647123894,64.1,57.5,35.8,9.0,13.8395978806735,26.6,28.6,87.3,35.3,25.5,4349911.0,659827.0,2238438.0,507372.0,,0.9,31658.90647123894
Piemonte,2019,Nord-ovest,1.0,25387.0691,51.2,55.0,59.1,41.2,51.9,87.6,28.9,51.1,74.9,43.6,66.8,57.3,75.1,57.8,42.0,27.7,38.1,65.5,40.8,49.6,54.3,80.8,94.3,34.5,23.2,57.2,45.0,78.0,71.8,64.7,22.5,68.2,65.3,88.6,25.9,80.3,70.0,81.0,34.5,46.6,37.5,46.2,9.17,54.1,22.1,61.5,69.5,54.6,27.0,16.23076923076923,496.0,3.6,2.7,34.66651679137495,22.275,0.6,12.3,0.13508341400815002,17.256391684260812,22.7,1240.077306733167,31.8,34.7,10.7,18.3,63.5,36.3,7.2,31931.606685571427,66.5,57.1,32.6,9.3,13.6090310670952,26.6,30.1,85.6,33.449999999999996,15.7,4328565.0,648890.0,2225541.0,497271.0,,0.905,31931.606685571427
Piemonte,2020,Nord-ovest,1.0,25387.0691,49.1,51.0,56.6,41.0,50.1,72.4,35.1,59.0,45.6,43.4,64.2,50.9,71.7,57.2,40.6,29.7,38.5,65.0,38.2,42.7,57.6,53.7,91.1,37.3,32.9,51.6,66.5,24.7,66.6,61.6,25.2,66.1,62.3,79.3,22.6,80.7,62.7,85.0,29.5,37.3,43.9,54.0,5.41,55.0,22.1,63.3,66.6,49.5,27.0,17.75,484.0,8.7,4.2,37.47437012584428,29.55,0.7,7.5,0.5439754268167193,20.40742929875751,23.6,1227.4156171284635,33.85,37.650000000000006,12.1,16.3,63.8,32.5,5.7,29558.7,64.7,59.0,34.4,7.2,13.369144123362,26.6,30.8,84.2,31.599999999999998,15.7,4311217.0,639522.0,2216159.0,487284.0,,0.895,29558.7
Piemonte,2021,Nord-ovest,1.0,25387.0691,49.8,58.0,52.4,40.6,50.2,69.9,44.1,63.6,66.7,39.9,61.8,55.2,49.9,58.4,40.6,34.2,38.1,58.2,35.7,47.2,53.2,47.9,92.0,45.6,42.6,63.0,64.2,64.3,69.0,65.6,14.3,64.1,59.4,83.9,26.4,81.2,18.5,81.5,35.2,36.2,45.0,56.6,11.9,54.1,22.1,64.6,51.8,44.4,27.0,16.75,500.0,9.8,3.8,45.77278480287656,36.825,0.5,8.0,0.22837114055627097,18.94264561506685,22.450000000000003,1278.3226666666667,35.9,40.6,11.4,18.6,64.2,9.6,7.0,32257.328433983497,64.5,59.3,35.0,10.8,13.6176699485911,26.6,31.3,77.2,29.75,15.7,4274945.0,632541.0,2195544.0,479371.0,,0.907,32257.328433983497
Piemonte,2022,Nord-ovest,1.0,25387.0691,51.8,60.5,56.2,40.8,47.4,65.9,53.5,66.8,72.5,41.9,62.7,56.5,63.1,59.8,47.0,32.4,38.6,58.2,33.1,40.5,54.3,42.5,89.2,54.7,52.2,69.3,64.2,71.3,73.8,69.5,14.3,64.3,61.1,86.6,26.4,80.9,45.3,79.7,39.9,47.6,46.3,56.2,8.63,55.5,21.8,68.2,48.2,39.3,27.0,18.25,496.0,10.8,5.1,54.84492799194997,44.1,0.4,8.0,0.18,16.01377722332507,21.3,1278.3226666666667,35.7,38.9,11.0,18.6,64.0,23.5,7.7,34485.548539928066,66.7,59.7,34.9,9.0,13.2119704149057,26.5,32.7,75.5,27.9,15.7,4256350.0,623638.0,2182505.0,468669.0,,0.912,34485.548539928066
Piemonte,2023,Nord-ovest,1.0,25387.0691,53.1,61.1,60.1,40.7,47.4,68.0,57.3,67.0,68.9,41.9,62.2,63.9,76.0,62.2,41.9,32.9,36.8,65.9,33.1,40.5,54.3,42.5,93.5,62.4,52.2,69.3,64.7,64.1,73.8,69.5,14.3,63.9,60.5,101.0,26.4,84.2,67.7,79.7,44.6,41.9,41.9,51.9,14.0,51.9,21.8,68.2,63.6,39.3,27.0,18.25,496.0,10.8,3.1,62.5260846311954,44.1,0.4,7.9,0.23,16.01377722332507,21.3,1278.3226666666667,36.1,39.5,8.8,18.6,66.6,35.1,7.7,36707.27978360579,65.6,58.4,33.9,12.0,14.2804412544457,26.5,32.7,82.8,27.9,15.7,4251351.0,614731.0,2178580.0,458240.0,87.9,,36707.27978360579
Provincia Autonoma di Bolzano/Bozen,2018,Nord-est,21.0,7398.380999999998,54.8,45.3,73.6,49.5,58.7,79.0,14.1,56.2,52.0,59.6,63.0,87.6,85.0,77.4,79.2,34.4,35.5,46.1,66.4,64.1,53.2,61.2,96.9,4.76,23.4,46.4,66.0,29.6,74.4,94.5,24.6,58.6,67.3,86.6,88.6,87.3,82.7,87.6,67.3,76.0,82.3,56.6,12.2,64.6,6.49,53.0,39.3,84.6,48.3,13.0,500.0,7.3,1.45,4.9841005821632995,22.4,0.8,7.6,0.5009775324101152,15.658104340900039,13.95,1230.4285714285713,41.4,32.7,11.0,56.4,69.0,42.9,4.7,47375.79406622517,72.2,70.3,35.0,11.0,10.5075803667605,21.9,26.8,71.3,44.4,25.7,526772.0,100440.0,266442.0,77517.0,,0.913,47375.79406622517
Provincia Autonoma di Bolzano/Bozen,2019,Nord-est,21.0,7398.380999999998,57.8,54.1,73.2,48.7,62.4,86.5,16.2,71.1,74.4,59.4,61.1,85.0,85.2,79.9,78.1,33.1,35.2,43.3,69.7,70.8,54.0,76.6,96.4,4.76,27.5,83.4,58.9,70.8,77.9,94.4,24.3,56.4,65.7,82.6,87.5,87.0,83.5,90.0,69.8,71.1,85.1,54.9,11.3,61.6,8.82,45.0,41.6,91.1,48.3,11.5,497.0,4.4,1.7,4.9841005821632995,25.549999999999997,0.2,9.2,0.18326463963757583,13.490404523013218,14.0,1231.4603174603174,43.6,34.3,11.6,55.7,68.8,43.3,3.8,48548.4627996237,71.25,71.1,34.6,10.5,11.385261018597,22.6,23.7,72.4,46.75,25.7,530313.0,100464.0,267942.0,77582.0,,0.916,48548.4627996237
Provincia Autonoma di Bolzano/Bozen,2020,Nord-est,21.0,7398.380999999998,55.6,54.7,68.5,45.7,64.6,81.7,19.6,68.5,69.3,53.6,57.8,77.8,81.9,76.4,70.2,31.8,31.2,39.5,72.9,66.3,63.0,65.9,97.5,7.49,31.7,57.2,79.9,57.6,80.9,91.0,16.2,54.0,61.7,69.2,86.3,89.2,74.6,90.8,62.1,66.2,74.2,56.6,7.02,53.2,9.15,43.7,35.3,97.5,48.3,12.5,464.0,6.4,1.2,7.707548554376009,28.7,0.6,4.5,0.27702796339195523,11.665317945889667,15.0,1269.0819672131147,46.0,38.349999999999994,13.6,55.0,70.5,38.7,3.5,44945.7,70.3,67.9,35.0,8.1,13.9033273265079,22.7,23.2,69.4,49.099999999999994,25.7,532644.0,100399.0,269052.0,77414.0,,0.907,44945.7
Provincia Autonoma di Bolzano/Bozen,2021,Nord-est,21.0,7398.380999999998,52.6,53.7,63.1,43.0,60.8,75.9,24.0,66.2,61.1,52.2,54.6,81.8,53.1,80.9,74.2,22.1,31.6,39.4,72.1,64.1,57.6,55.3,96.4,12.1,35.9,51.6,80.8,45.3,76.9,86.9,17.5,51.6,57.6,73.9,89.6,88.2,18.1,89.2,72.7,70.8,77.6,35.8,8.46,53.3,9.82,44.7,34.0,96.0,48.3,13.0,484.0,8.4,1.7,12.2787534856416,31.85,0.7,4.3,0.37079128714633464,14.116055165235494,16.2,1263.049180327869,48.4,42.4,12.9,57.0,69.7,9.4,4.1,49931.08354439865,71.2,68.9,30.2,8.9,13.8570035946662,22.9,23.6,68.8,51.449999999999996,25.7,534912.0,100096.0,269467.0,77046.0,,0.916,49931.08354439865
Provincia Autonoma di Bolzano/Bozen,2022,Nord-est,21.0,7398.380999999998,58.1,60.3,67.2,48.4,62.3,87.7,31.1,76.9,61.2,50.3,55.4,79.7,70.0,88.1,74.5,34.1,38.3,39.4,68.9,66.3,58.4,78.7,96.6,22.1,40.1,83.4,70.5,45.4,76.9,82.8,17.8,52.3,58.5,69.9,89.6,87.9,52.1,90.5,85.6,69.8,79.3,50.1,18.1,66.2,10.5,45.5,33.4,89.6,48.3,12.5,481.0,4.0,1.6,22.24010566997701,35.0,0.2,6.6,0.37,14.116055165235494,17.4,1261.655737704918,47.7,41.5,13.5,57.0,69.5,27.0,3.6,56022.34210536183,71.0,69.4,33.5,14.3,10.0368538875149,23.1,23.9,68.5,53.8,25.7,532616.0,100207.0,268487.0,76961.0,,0.925,56022.34210536183
Provincia Autonoma di Bolzano/Bozen,2023,Nord-est,21.0,7398.380999999998,58.3,63.4,68.0,45.9,62.3,87.8,58.8,78.7,40.4,50.3,56.1,70.7,82.8,88.1,70.8,27.3,38.9,37.6,72.0,66.3,58.4,78.7,96.8,77.5,40.1,83.4,74.1,3.94,76.9,82.8,17.8,54.5,57.8,51.8,89.6,89.3,76.3,90.5,85.6,74.9,66.7,38.4,16.2,66.3,11.5,45.5,29.8,89.6,54.4,12.5,481.0,4.0,1.5,77.55393614822668,35.0,0.2,5.8,0.74,14.116055165235494,17.4,1261.655737704918,45.5,42.2,16.2,57.0,70.6,39.6,3.6,56022.34210536183,72.0,65.7,30.8,13.2,10.0053082708988,23.4,23.9,66.8,53.8,28.6,534147.0,99603.0,269399.0,76386.0,96.9,,59805.89772303099
Provincia Autonoma di Trento,2018,Nord-est,22.0,6207.119799999999,58.7,46.0,79.0,55.6,52.3,83.8,11.3,61.6,67.8,82.3,73.8,92.1,85.5,64.4,65.3,51.4,31.8,75.3,66.4,55.1,49.5,72.3,95.4,10.9,11.6,69.3,53.9,80.2,55.5,91.0,73.7,72.9,74.6,115.0,69.5,88.9,82.1,80.2,48.6,63.6,67.0,87.0,15.8,57.7,5.82,83.0,67.6,84.6,48.3,15.0,514.0,5.2,2.2,11.08608978918539,13.6,0.4,10.3,0.12114905028230757,27.21704198613398,15.0,1002.1095890410959,27.1,25.4,6.8,44.8,70.3,42.6,7.5,38550.73695467944,69.8,65.8,42.0,13.0,12.5550705617883,21.7,38.4,84.7,44.4,25.7,541966.0,95341.0,276186.0,73154.0,,0.922,38550.73695467944
Provincia Autonoma di Trento,2019,Nord-est,22.0,6207.119799999999,60.5,51.5,79.9,53.8,54.6,88.9,22.2,56.9,59.0,80.6,72.4,93.0,88.3,68.2,56.3,51.3,31.7,70.6,69.7,61.1,48.1,80.8,97.0,19.8,24.5,57.2,56.6,46.6,71.4,87.6,73.7,72.1,72.7,115.0,70.5,88.3,88.3,85.8,50.6,60.5,52.1,87.0,15.6,57.2,6.16,82.4,58.8,91.1,48.3,13.66666666666667,519.0,3.6,1.4,19.983556326321562,23.275,0.6,9.7,0.3607998210432888,17.507440397386066,16.0,1002.3194444444445,27.9,27.333333333333332,6.7,45.4,69.8,45.8,5.4,39492.69973374954,69.2,61.4,42.0,12.9,12.6924823423718,21.8,38.2,80.5,46.75,25.7,543721.0,94417.0,276813.0,72167.0,,0.927,39492.69973374954
Provincia Autonoma di Trento,2020,Nord-est,22.0,6207.119799999999,64.3,63.2,75.4,55.9,59.0,87.1,37.3,82.5,63.4,76.2,70.4,83.9,81.6,66.3,64.0,49.4,32.8,72.1,72.9,61.1,57.0,76.6,97.7,37.3,37.4,83.4,81.7,45.9,80.9,79.0,73.4,70.0,70.7,108.0,59.8,88.7,74.6,87.1,45.6,63.1,65.0,85.3,13.5,58.7,6.82,81.7,62.6,97.5,48.3,13.66666666666667,486.0,4.4,1.1,37.42687956581513,32.949999999999996,0.2,4.1,0.3659571976461633,11.665317945889667,18.5,1003.4788732394367,29.95,29.266666666666666,7.8,38.9,70.1,38.7,4.9,37142.4,69.7,65.2,41.6,11.7,12.2558427518686,22.0,37.9,82.3,49.099999999999994,25.7,545425.0,93612.0,277511.0,71247.0,,0.917,37142.4
Provincia Autonoma di Trento,2021,Nord-est,22.0,6207.119799999999,62.6,66.0,70.4,52.8,52.3,90.3,51.2,83.9,61.6,79.8,68.4,82.3,56.1,68.6,52.0,43.5,34.3,73.6,72.1,58.1,46.5,84.0,96.6,52.1,50.3,83.4,84.4,46.3,76.9,84.8,74.9,68.0,68.8,101.0,63.3,89.0,23.1,86.3,50.9,44.5,59.6,67.5,19.6,60.7,7.82,89.9,57.3,96.0,48.3,14.33333333333333,525.0,3.0,1.6,52.23831645535497,42.625,0.2,3.5,0.36322294987886516,14.116055165235494,16.8,996.7428571428571,32.0,31.2,8.8,41.0,70.4,12.0,5.2,39636.484931683895,66.1,63.6,37.5,15.1,11.6534918713745,22.3,41.1,79.8,51.449999999999996,25.7,542166.0,92054.0,275400.0,69772.0,,0.928,39636.484931683895
Provincia Autonoma di Trento,2022,Nord-est,22.0,6207.119799999999,62.9,60.7,77.8,52.7,55.2,82.4,64.9,68.3,40.9,85.8,68.5,87.3,75.9,73.2,56.2,42.8,33.9,72.5,68.9,55.1,55.4,67.5,97.3,66.6,63.1,57.2,79.4,4.94,76.9,90.6,80.9,67.6,69.4,111.0,63.3,91.1,60.7,86.5,59.9,57.9,54.5,66.6,19.0,59.7,8.15,90.2,54.7,89.6,48.3,15.0,492.0,6.1,1.3,66.71458994150366,52.3,0.6,4.6,0.73,14.116055165235494,15.1,968.5492957746479,32.4,30.6,7.3,41.0,72.0,31.5,5.1,43901.206630996305,68.7,62.1,37.3,14.8,11.9740925738466,22.4,41.2,78.6,53.8,25.7,540958.0,91120.0,274618.0,68767.0,,0.934,43901.206630996305
Provincia Autonoma di Trento,2023,Nord-est,22.0,6207.119799999999,67.3,65.7,80.6,57.5,55.2,79.4,70.3,64.7,61.2,85.8,68.6,84.3,90.5,75.8,63.8,56.0,35.1,72.5,68.9,55.1,55.4,67.5,91.3,77.5,63.1,57.2,72.3,45.4,76.9,90.6,80.9,68.0,69.1,105.0,63.3,91.1,89.8,86.5,65.1,65.6,61.9,93.1,19.0,61.7,8.49,90.2,54.7,89.6,48.3,15.0,492.0,6.1,4.1,77.55393614822668,52.3,0.6,6.2,0.37,14.116055165235494,15.1,968.5492957746479,32.0,30.9,8.2,41.0,72.0,46.6,5.1,46366.476750597314,70.2,64.3,43.4,14.8,11.3629176789433,22.5,41.2,78.6,53.8,25.7,542996.0,90013.0,275315.0,67666.0,99.3,,46366.476750597314
Puglia,2018,Sud,16.0,19540.904100000003,38.4,47.1,43.9,27.5,60.5,72.7,20.2,49.5,52.7,71.8,58.3,25.2,58.1,26.4,39.2,13.5,17.4,37.4,45.3,61.3,59.7,68.6,76.8,13.3,27.1,46.4,52.6,74.3,31.1,42.6,101.0,61.7,54.9,42.4,7.96,65.0,51.3,46.2,6.69,44.0,34.4,24.5,2.54,13.7,21.1,27.2,47.5,76.1,14.4,13.61538461538461,476.0,5.9,11.0,13.52779536339006,25.2,0.8,10.6,0.15990395528829565,42.13243754140284,29.2,874.8581560283687,38.3,45.1,17.6,7.4,51.4,26.6,20.4,18818.142137054314,66.0,56.2,27.6,5.6,25.6120402683783,26.3,16.8,75.2,41.3,9.8,4000966.0,659677.0,2056346.0,493420.0,,0.856,18818.142137054314
Puglia,2019,Sud,16.0,19540.904100000003,39.3,54.9,42.9,25.8,63.6,75.5,32.0,56.4,57.6,70.1,58.5,25.2,61.9,22.8,40.9,11.2,15.5,40.8,39.7,66.4,60.8,67.5,83.5,24.2,39.8,51.6,61.1,76.2,39.1,35.7,104.0,61.7,55.3,41.1,9.28,65.0,58.8,38.3,7.35,47.1,34.8,18.9,3.44,9.82,21.1,32.6,49.0,64.9,14.4,12.48,472.0,6.1,7.8,24.42095061175561,34.775,0.7,8.7,0.1473854919125896,37.24031137784073,31.2,859.2701252236136,38.3,44.7,17.8,8.2,51.4,30.5,23.4,19128.302809756835,66.6,56.3,26.3,6.1,26.7645416938715,26.3,18.9,75.9,37.224999999999994,9.8,3975528.0,643848.0,2041184.0,480332.0,,0.86,19128.302809756835
Puglia,2020,Sud,16.0,19540.904100000003,40.4,57.5,41.5,27.6,63.8,76.0,36.9,63.8,55.2,67.2,56.4,21.1,54.9,28.0,50.5,15.3,15.6,35.1,38.2,65.9,61.6,68.1,84.0,21.2,52.6,57.2,70.5,68.7,41.7,26.9,108.0,59.9,53.0,36.4,5.82,65.0,44.7,50.9,5.03,51.2,49.7,28.0,2.54,10.5,20.8,34.4,35.7,53.7,22.7,12.59259259259259,469.0,6.0,7.6,21.43155256042894,44.349999999999994,0.6,6.6,0.19777007591141604,35.602636549799115,33.8,844.9675675675676,40.15,47.0,18.5,6.1,51.4,23.2,18.6,18036.6,67.4,60.7,28.4,5.6,26.5651028167067,26.2,19.6,69.6,33.15,13.7,3953305.0,629459.0,2029773.0,468957.0,,0.855,18036.6
